,state,date,positive,AQI
1227,MT,9/14/20,69084,18.42857143
1228,MT,9/21/20,80845,22.85714286
1229,MT,9/28/20,96988,37
1230,MT,10/5/20,121430,12.28571429
1231,MT,10/12/20,150793,16.14285714
1232,MT,10/19/20,184471,14.71428571
1233,MT,10/26/20,222629,21.42857143
1234,MT,11/2/20,264709,14.85714286
1235,MT,11/9/20,311567,14.71428571
1236,MT,11/16/20,371694,46.14285714
1237,MT,11/23/20,420391,19.28571429
1238,MT,11/30/20,462638,18.42857143
1239,MT,12/7/20,69346,22.85714286
1240,NC,3/2/20,10,36.33333333
1241,NC,3/9/20,129,31.71428571
1242,NC,3/16/20,1073,29.28571429
1243,NC,3/23/20,5583,34.85714286
1244,NC,3/30/20,14889,35.85714286
1245,NC,4/6/20,27854,39.14285714
1246,NC,4/13/20,40868,38.28571429
1247,NC,4/20/20,56426,44.71428571
1248,NC,4/27/20,75969,39
1249,NC,5/4/20,96448,36.14285714
1250,NC,5/11/20,120315,43.42857143
1251,NC,5/18/20,152211,45.85714286
1252,NC,5/25/20,186193,50.57142857
1253,NC,6/1/20,232542,41.14285714
1254,NC,6/8/20,287958,45.71428571
1255,NC,6/15/20,348531,41.28571429
1256,NC,6/22/20,412791,39
1257,NC,6/29/20,488732,44.14285714
1258,NC,7/6/20,570887,40.57142857
1259,NC,7/13/20,668435,46.14285714
1260,NC,7/20/20,761893,39
1261,NC,7/27/20,851908,40
1262,NC,8/3/20,929356,64.42857143
1263,NC,8/10/20,994124,42.71428571
1264,NC,8/17/20,1061677,38.57142857
1265,NC,8/24/20,1138809,59.85714286
1266,NC,8/31/20,1217075,56
1267,NC,9/7/20,1275664,40.71428571
1268,NC,9/14/20,1335716,53.71428571
1269,NC,9/21/20,1416288,43.71428571
1270,NC,9/28/20,1501498,31.66666667
1271,NC,10/5/20,1591025,35.28571429
1272,NC,10/12/20,1688375,34.71428571
1273,NC,10/19/20,1788175,40
1274,NC,10/26/20,1900225,42.71428571
1275,NC,11/2/20,2016853,36.14285714
1276,NC,11/9/20,2142250,26
1277,NC,11/16/20,2300591,30.28571429
1278,NC,11/23/20,2474068,28.14285714
1279,NC,11/30/20,2681658,20.33333333
1280,NC,12/7/20,404032,30.28571429
1281,ND,3/2/20,0,32.83333333
1282,ND,3/9/20,5,34.28571429
1283,ND,3/16/20,128,33.14285714
1284,ND,3/23/20,469,35.42857143
1285,ND,3/30/20,1206,40.57142857
1286,ND,4/6/20,1967,31.42857143
1287,ND,4/13/20,3273,32.85714286
1288,ND,4/20/20,5389,36.85714286
1289,ND,4/27/20,7767,33.42857143
1290,ND,5/4/20,9853,33.2
1291,ND,5/11/20,12353,31.57142857
1292,ND,5/18/20,15459,34
1293,ND,5/25/20,17609,33
1294,ND,6/1/20,19323,37.71428571
1295,ND,6/8/20,21066,36.71428571
1296,ND,6/15/20,22542,36.57142857
1297,ND,6/22/20,23964,37
1298,ND,6/29/20,25995,36.57142857
1299,ND,7/6/20,29089,34.57142857
1300,ND,7/13/20,33525,38.71428571
1301,ND,7/20/20,39236,37.28571429
1302,ND,7/27/20,45126,49.28571429
1303,ND,8/3/20,51252,45.85714286
1304,ND,8/10/20,57983,39.42857143
1305,ND,8/17/20,66019,41.57142857
1306,ND,8/24/20,77553,41.14285714
1307,ND,8/31/20,90624,44.14285714
1308,ND,9/7/20,103668,36.14285714
1309,ND,9/14/20,120159,32.57142857
1310,ND,9/21/20,138912,30.85714286
1311,ND,9/28/20,158705,26.28571429
1312,ND,10/5/20,182275,31.85714286
1313,ND,10/12/20,213238,32.57142857
1314,ND,10/19/20,251656,36
1315,ND,10/26/20,297624,35.14285714
1316,ND,11/2/20,359894,27.42857143
1317,ND,11/9/20,425043,25.57142857
1318,ND,11/16/20,489445,27
1319,ND,11/23/20,539398,35.28571429
1320,ND,11/30/20,571671,27
1321,ND,12/7/20,83342,35.28571429
1322,NE,2/10/20,0,29.16666667
1323,NE,2/17/20,0,32.28571429
1324,NE,2/24/20,0,33.57142857
1325,NE,3/2/20,5,37
1326,NE,3/9/20,80,36
1327,NE,3/16/20,240,27.28571429
1328,NE,3/23/20,620,32.42857143
1329,NE,3/30/20,2000,33.14285714
1330,NE,4/6/20,4473,36.85714286
1331,NE,4/13/20,7689,38.42857143
1332,NE,4/20/20,15488,34.14285714
1333,NE,4/27/20,30871,25.71428571
1334,NE,5/4/20,50862,31.71428571
1335,NE,5/11/20,66095,37.85714286
1336,NE,5/18/20,79803,59.28571429
1337,NE,5/25/20,92871,37.85714286
1338,NE,6/1/20,105495,43.14285714
1339,NE,6/8/20,113846,47.71428571
1340,NE,6/15/20,121631,33.71428571
1341,NE,6/22/20,128814,34.14285714
1342,NE,6/29/20,136397,33.71428571
1343,NE,7/6/20,144242,39
1344,NE,7/13/20,154654,59.42857143
1345,NE,7/20/20,166528,46.42857143
1346,NE,7/27/20,180548,44.71428571
1347,NE,8/3/20,194225,54.71428571
1348,NE,8/10/20,207231,78
1349,NE,8/17/20,219071,44.85714286
1350,NE,8/24/20,231458,44.85714286
1351,NE,8/31/20,246677,35.71428571
1352,NE,9/7/20,261026,30
1353,NE,9/14/20,279219,37.42857143
1354,NE,9/21/20,299003,35.28571429
1355,NE,9/28/20,323558,43.57142857
1356,NE,10/5/20,351884,42.71428571
1357,NE,10/12/20,388393,39.85714286
1358,NE,10/19/20,429341,26.14285714
1359,NE,10/26/20,476613,44.57142857
1360,NE,11/2/20,547637,42.28571429
1361,NE,11/9/20,645696,29.33333333
1362,NE,11/16/20,760054,39.85714286
1363,NE,11/23/20,852486,26.14285714
1364,NE,11/30/20,940568,44.57142857
1365,NE,12/7/20,141127,42.28571429
1366,NH,3/2/20,16,32
1367,NH,3/9/20,53,32.57142857
1368,NH,3/16/20,324,32.85714286
1369,NH,3/23/20,1219,37.57142857
1370,NH,3/30/20,3453,35.57142857
1371,NH,4/6/20,5909,35
1372,NH,4/13/20,8606,35.28571429
1373,NH,4/20/20,11611,41.71428571
1374,NH,4/27/20,15475,42.28571429
1375,NH,5/4/20,19925,42.57142857
1376,NH,5/11/20,23778,40.42857143
1377,NH,5/18/20,27503,39.14285714
1378,NH,5/25/20,30788,42.85714286
1379,NH,6/1/20,34186,38.42857143
1380,NH,6/8/20,36493,42.85714286
1381,NH,6/15/20,38143,43.57142857
1382,NH,6/22/20,39546,44.42857143
1383,NH,6/29/20,40777,42.14285714
1384,NH,7/6/20,41840,39.42857143
1385,NH,7/13/20,43008,43.42857143
1386,NH,7/20/20,44411,42.71428571
1387,NH,7/27/20,45917,35
1388,NH,8/3/20,47303,45.57142857
1389,NH,8/10/20,48562,34.42857143
1390,NH,8/17/20,49486,45.28571429
1391,NH,8/24/20,50494,43.14285714
1392,NH,8/31/20,51656,22
1393,NH,9/7/20,53243,42.14285714
1394,NH,9/14/20,55022,39.42857143
1395,NH,9/21/20,56586,43.42857143
1396,NH,9/28/20,59272,42.71428571
1397,NH,10/5/20,62614,35
1398,NH,10/12/20,66633,45.57142857
1399,NH,10/19/20,70814,34.42857143
1400,NH,10/26/20,76442,45.28571429
1401,NH,11/2/20,84259,43.14285714
1402,NH,11/9/20,97477,22
1403,NH,11/16/20,117047,45.57142857
1404,NH,11/23/20,136723,34.42857143
1405,NH,11/30/20,165438,45.28571429
1406,NH,12/7/20,26623,43.14285714
1407,NJ,2/3/20,0,44
1408,NJ,2/10/20,0,38.28571429
1409,NJ,2/17/20,0,38.85714286
1410,NJ,2/24/20,0,49.14285714
1411,NJ,3/2/20,23,32.85714286
1412,NJ,3/9/20,445,40.14285714
1413,NJ,3/16/20,8411,39.14285714
1414,NJ,3/23/20,64924,44.85714286
1415,NJ,3/30/20,209155,38.14285714
1416,NJ,4/6/20,382053,41.28571429
1417,NJ,4/13/20,549165,42.14285714
1418,NJ,4/20/20,716186,40.57142857
1419,NJ,4/27/20,848692,33.85714286
1420,NJ,5/4/20,947134,32.42857143
1421,NJ,5/11/20,1008374,40.28571429
1422,NJ,5/18/20,1065953,41.28571429
1423,NJ,5/25/20,1110022,35.42857143
1424,NJ,6/1/20,1142033,41.14285714
1425,NJ,6/8/20,1162711,36.57142857
1426,NJ,6/15/20,1179123,44
1427,NJ,6/22/20,1193733,35.42857143
1428,NJ,6/29/20,1208739,29.57142857
1429,NJ,7/6/20,1222564,42.42857143
1430,NJ,7/13/20,1235805,46.85714286
1431,NJ,7/20/20,1249166,46.28571429
1432,NJ,7/27/20,1270684,52.85714286
1433,NJ,8/3/20,1288292,18
1434,NJ,8/10/20,1307835,40.28571429
1435,NJ,8/17/20,1322318,41.28571429
1436,NJ,8/24/20,1336802,35.42857143
1437,NJ,8/31/20,1353475,41.14285714
1438,NJ,9/7/20,1370898,36.57142857
1439,NJ,9/14/20,1391630,44
1440,NJ,9/21/20,1415725,35.42857143
1441,NJ,9/28/20,1446847,29.57142857
1442,NJ,10/5/20,1482955,42.42857143
1443,NJ,10/12/20,1525862,46.85714286
1444,NJ,10/19/20,1580722,18
1445,NJ,10/26/20,1653910,40.28571429
1446,NJ,11/2/20,1748511,41.28571429
1447,NJ,11/9/20,1896797,35.42857143
1448,NJ,11/16/20,2083829,41.14285714
1449,NJ,11/23/20,2282312,36.57142857
1450,NJ,11/30/20,2497358,44
1451,NJ,12/7/20,377055,35.42857143
1452,NM,3/2/20,0,47.33333333
1453,NM,3/9/20,81,48.57142857
1454,NM,3/16/20,368,48.71428571
1455,NM,3/23/20,1294,43.85714286
1456,NM,3/30/20,3429,44.14285714
1457,NM,4/6/20,7605,36.14285714
1458,NM,4/13/20,11813,42.14285714
1459,NM,4/20/20,17391,47.28571429
1460,NM,4/27/20,24724,42.28571429
1461,NM,5/4/20,32305,44
1462,NM,5/11/20,39622,39.14285714
1463,NM,5/18/20,46370,46
1464,NM,5/25/20,52352,49.57142857
1465,NM,6/1/20,59991,48.28571429
1466,NM,6/8/20,66437,50.71428571
1467,NM,6/15/20,72100,49.28571429
1468,NM,6/22/20,79838,53
1469,NM,6/29/20,89545,56
1470,NM,7/6/20,101636,66.28571429
1471,NM,7/13/20,114871,59.71428571
1472,NM,7/20/20,129315,64.14285714
1473,NM,7/27/20,143857,61.71428571
1474,NM,8/3/20,153518,61.14285714
1475,NM,8/10/20,161816,53.28571429
1476,NM,8/17/20,168541,70.85714286
1477,NM,8/24/20,175042,53.71428571
1478,NM,8/31/20,181085,39
1479,NM,9/7/20,185705,43.85714286
1480,NM,9/14/20,191287,44.14285714
1481,NM,9/21/20,199009,36.14285714
1482,NM,9/28/20,209658,42.14285714
1483,NM,10/5/20,225383,47.28571429
1484,NM,10/12/20,249164,42.28571429
1485,NM,10/19/20,281645,44
1486,NM,10/26/20,319634,39.14285714
1487,NM,11/2/20,367836,46
1488,NM,11/9/20,432189,49.57142857
1489,NM,11/16/20,534708,48.28571429
1490,NM,11/23/20,642491,39.14285714
1491,NM,11/30/20,733070,46
1492,NM,12/7/20,109947,49.57142857
1493,NV,3/2/20,17,79.83333333
1494,NV,3/9/20,190,54.28571429
1495,NV,3/16/20,829,56.57142857
1496,NV,3/23/20,3909,60.85714286
1497,NV,3/30/20,10895,59.14285714
1498,NV,4/6/20,17952,50.42857143
1499,NV,4/13/20,24328,56.57142857
1500,NV,4/20/20,30455,43.42857143
1501,NV,4/27/20,36153,47
1502,NV,5/4/20,41185,44
1503,NV,5/11/20,46290,39.42857143
1504,NV,5/18/20,52213,45.42857143
1505,NV,5/25/20,58444,46.14285714
1506,NV,6/1/20,65012,46
1507,NV,6/8/20,74667,43.57142857
1508,NV,6/15/20,87733,50.57142857
1509,NV,6/22/20,111321,58.85714286
1510,NV,6/29/20,144910,59.85714286
1511,NV,7/6/20,181934,89.57142857
1512,NV,7/13/20,232252,60.85714286
1513,NV,7/20/20,285470,57.57142857
1514,NV,7/27/20,336132,76
1515,NV,8/3/20,381718,57
1516,NV,8/10/20,417847,62.28571429
1517,NV,8/17/20,450364,84.57142857
1518,NV,8/24/20,474748,86.14285714
1519,NV,8/31/20,495119,64.28571429
1520,NV,9/7/20,510285,79.85714286
1521,NV,9/14/20,525238,55.14285714
1522,NV,9/21/20,544329,57.42857143
1523,NV,9/28/20,567412,86.85714286
1524,NV,10/5/20,592209,83.71428571
1525,NV,10/12/20,621559,78.57142857
1526,NV,10/19/20,656775,97.42857143
1527,NV,10/26/20,697083,69.28571429
1528,NV,11/2/20,749150,94
1529,NV,11/9/20,818618,78.71428571
1530,NV,11/16/20,908690,83.57142857
1531,NV,11/23/20,1024342,78.28571429
1532,NV,11/30/20,1138183,46
1533,NV,12/7/20,173281,78.28571429
1534,NY,2/24/20,0,43.16666667
1535,NY,3/2/20,214,43
1536,NY,3/9/20,3057,35.85714286
1537,NY,3/16/20,61410,42.14285714
1538,NY,3/23/20,316698,34.71428571
1539,NY,3/30/20,721175,36.14285714
1540,NY,4/6/20,1182811,32.85714286
1541,NY,4/13/20,1594943,37.14285714
1542,NY,4/20/20,1906140,24.57142857
1543,NY,4/27/20,2155828,25.42857143
1544,NY,5/4/20,2308618,22
1545,NY,5/11/20,2417734,19.57142857
1546,NY,5/18/20,2506032,17.57142857
1547,NY,5/25/20,2575959,14
1548,NY,6/1/20,2632678,19.14285714
1549,NY,6/8/20,2672142,16.14285714
1550,NY,6/15/20,2705729,13.57142857
1551,NY,6/22/20,2737778,16.28571429
1552,NY,6/29/20,2769737,9.142857143
1553,NY,7/6/20,2801976,16.28571429
1554,NY,7/13/20,2837945,13.14285714
1555,NY,7/20/20,2872494,5.714285714
1556,NY,7/27/20,2904763,18.14285714
1557,NY,8/3/20,2936925,17
1558,NY,8/10/20,2968638,14
1559,NY,8/17/20,2999135,25.71428571
1560,NY,8/24/20,3029270,34
1561,NY,8/31/20,3065100,10.16666667
1562,NY,9/7/20,3099387,19.71428571
1563,NY,9/14/20,3136805,27.71428571
1564,NY,9/21/20,3176567,38.28571429
1565,NY,9/28/20,3231415,30.28571429
1566,NY,10/5/20,3299720,34
1567,NY,10/12/20,3367606,24.57142857
1568,NY,10/19/20,3442842,19
1569,NY,10/26/20,3536513,15.57142857
1570,NY,11/2/20,3657161,12.42857143
1571,NY,11/9/20,3854476,11.42857143
1572,NY,11/16/20,4096238,30.28571429
1573,NY,11/23/20,4392420,10
1574,NY,11/30/20,4794041,12.42857143
1575,NY,12/7/20,722464,11.42857143
1576,OH,3/2/20,3,25.5
1577,OH,3/9/20,124,23.71428571
1578,OH,3/16/20,1483,39.28571429
1579,OH,3/23/20,8264,39.85714286
1580,OH,3/30/20,23192,37.14285714
1581,OH,4/6/20,41149,29.85714286
1582,OH,4/13/20,67335,43.14285714
1583,OH,4/20/20,105580,40.14285714
1584,OH,4/27/20,130565,38.28571429
1585,OH,5/4/20,160247,36.42857143
1586,OH,5/11/20,188133,36.71428571
1587,OH,5/18/20,215145,36
1588,OH,5/25/20,241457,42.28571429
1589,OH,6/1/20,263606,41.42857143
1590,OH,6/8/20,282737,39.14285714
1591,OH,6/15/20,305892,39.57142857
1592,OH,6/22/20,339985,39.57142857
1593,OH,6/29/20,385367,39.85714286
1594,OH,7/6/20,439931,37.85714286
1595,OH,7/13/20,505109,43.28571429
1596,OH,7/20/20,570323,40.14285714
1597,OH,7/27/20,634256,41.85714286
1598,OH,8/3/20,690105,64.28571429
1599,OH,8/10/20,744080,42.42857143
1600,OH,8/17/20,790471,61.85714286
1601,OH,8/24/20,839790,51.28571429
1602,OH,8/31/20,897612,65.28571429
1603,OH,9/7/20,946826,61.85714286
1604,OH,9/14/20,997205,57.14285714
1605,OH,9/21/20,1041861,47.14285714
1606,OH,9/28/20,1095854,44
1607,OH,10/5/20,1160772,55.14285714
1608,OH,10/12/20,1244761,45.42857143
1609,OH,10/19/20,1351174,42.57142857
1610,OH,10/26/20,1486412,42.57142857
1611,OH,11/2/20,1682664,38.85714286
1612,OH,11/9/20,1979526,35
1613,OH,11/16/20,2351318,33.42857143
1614,OH,11/23/20,2779400,44.85714286
1615,OH,11/30/20,3198586,16.66666667
1616,OH,12/7/20,510018,33.42857143
1617,OK,3/2/20,3,28.33333333
1618,OK,3/9/20,33,39.85714286
1619,OK,3/16/20,340,40.57142857
1620,OK,3/23/20,2127,41.85714286
1621,OK,3/30/20,6889,38
1622,OK,4/6/20,12381,36.85714286
1623,OK,4/13/20,17118,42.28571429
1624,OK,4/20/20,21565,38.71428571
1625,OK,4/27/20,26116,36.28571429
1626,OK,5/4/20,30774,45.42857143
1627,OK,5/11/20,35577,32.85714286
1628,OK,5/18/20,40637,33.14285714
1629,OK,5/25/20,44471,51.85714286
1630,OK,6/1/20,48669,45.28571429
1631,OK,6/8/20,55038,53.28571429
1632,OK,6/15/20,67894,55.71428571
1633,OK,6/22/20,85587,54.14285714
1634,OK,6/29/20,105408,57.14285714
1635,OK,7/6/20,133460,48.71428571
1636,OK,7/13/20,167886,45.28571429
1637,OK,7/20/20,204764,46
1638,OK,7/27/20,255183,47.42857143
1639,OK,8/3/20,294292,59.57142857
1640,OK,8/10/20,327977,68.42857143
1641,OK,8/17/20,360950,64.57142857
1642,OK,8/24/20,394926,71.57142857
1643,OK,8/31/20,433598,65.14285714
1644,OK,9/7/20,473560,53.71428571
1645,OK,9/14/20,522002,59
1646,OK,9/21/20,575211,36.57142857
1647,OK,9/28/20,625393,49
1648,OK,10/5/20,678542,53.57142857
1649,OK,10/12/20,735127,52.71428571
1650,OK,10/19/20,796562,64
1651,OK,10/26/20,851317,64.42857143
1652,OK,11/2/20,922386,55.42857143
1653,OK,11/9/20,1035730,39.85714286
1654,OK,11/16/20,1174562,72.71428571
1655,OK,11/23/20,1323975,41.42857143
1656,OK,11/30/20,1462866,29.66666667
1657,OK,12/7/20,220686,41.42857143
1658,OR,3/2/20,44,31
1659,OR,3/9/20,188,31
1660,OR,3/16/20,790,34.28571429
1661,OR,3/23/20,2792,30
1662,OR,3/30/20,6350,35
1663,OR,4/6/20,9544,37.42857143
1664,OR,4/13/20,12527,41.57142857
1665,OR,4/20/20,15283,36.14285714
1666,OR,4/27/20,17963,40.57142857
1667,OR,5/4/20,21486,37.71428571
1668,OR,5/11/20,24644,34.85714286
1669,OR,5/18/20,26972,46.85714286
1670,OR,5/25/20,28952,33.42857143
1671,OR,6/1/20,32170,26.42857143
1672,OR,6/8/20,37653,21.14285714
1673,OR,6/15/20,46024,16.85714286
1674,OR,6/22/20,55024,13.71428571
1675,OR,6/29/20,67072,26.28571429
1676,OR,7/6/20,80523,39
1677,OR,7/13/20,96772,31.71428571
1678,OR,7/20/20,112687,29
1679,OR,7/27/20,129040,40
1680,OR,8/3/20,144309,43.14285714
1681,OR,8/10/20,158440,46.28571429
1682,OR,8/17/20,170934,32.85714286
1683,OR,8/24/20,182337,26.85714286
1684,OR,8/31/20,193048,22.75
1685,OR,9/7/20,202322,13
1686,OR,9/14/20,212099,18.33333333
1687,OR,9/21/20,225390,16.5
1688,OR,9/28/20,239155,23
1689,OR,10/5/20,255280,31.71428571
1690,OR,10/12/20,272042,29
1691,OR,10/19/20,289013,40
1692,OR,10/26/20,310546,43.14285714
1693,OR,11/2/20,341146,46.28571429
1694,OR,11/9/20,384039,32.85714286
1695,OR,11/16/20,436458,26.85714286
1696,OR,11/23/20,498731,22.75
1697,OR,11/30/20,569041,13
1698,OR,12/7/20,87082,18.33333333
1699,PA,3/2/20,22,44.33333333
1700,PA,3/9/20,277,37.14285714
1701,PA,3/16/20,2176,41.71428571
1702,PA,3/23/20,16115,49.85714286
1703,PA,3/30/20,60591,47.42857143
1704,PA,4/6/20,137692,43.71428571
1705,PA,4/13/20,205596,43.42857143
1706,PA,4/20/20,269181,45
1707,PA,4/27/20,328028,42
1708,PA,5/4/20,379036,42.42857143
1709,PA,5/11/20,423848,42.28571429
1710,PA,5/18/20,461864,41.28571429
1711,PA,5/25/20,496910,41.57142857
1712,PA,6/1/20,525578,39.28571429
1713,PA,6/8/20,546835,44.28571429
1714,PA,6/15/20,565481,43.28571429
1715,PA,6/22/20,589881,40.57142857
1716,PA,6/29/20,620196,42.42857143
1717,PA,7/6/20,655887,40.57142857
1718,PA,7/13/20,695266,46.14285714
1719,PA,7/20/20,738404,37.71428571
1720,PA,7/27/20,783409,37.28571429
1721,PA,8/3/20,820920,53.42857143
1722,PA,8/10/20,859586,54.42857143
1723,PA,8/17/20,893252,39.71428571
1724,PA,8/24/20,924081,53.57142857
1725,PA,8/31/20,962643,23
1726,PA,9/7/20,999160,44.28571429
1727,PA,9/14/20,1041045,43.28571429
1728,PA,9/21/20,1079998,40.57142857
1729,PA,9/28/20,1127214,42.42857143
1730,PA,10/5/20,1185601,40.57142857
1731,PA,10/12/20,1253644,46.14285714
1732,PA,10/19/20,1332713,37.71428571
1733,PA,10/26/20,1437472,37.28571429
1734,PA,11/2/20,1570228,53.42857143
1735,PA,11/9/20,1779956,54.42857143
1736,PA,11/16/20,2068733,39.71428571
1737,PA,11/23/20,2399094,53.57142857
1738,PA,11/30/20,2786050,39.71428571
1739,PA,12/7/20,436614,53.57142857
1740,PR,3/9/20,5,13.33333333
1741,PR,3/16/20,104,10.8
1742,PR,3/23/20,634,10.85714286
1743,PR,3/30/20,2659,12.85714286
1744,PR,4/6/20,5189,13.85714286
1745,PR,4/13/20,7591,10.28571429
1746,PR,4/20/20,6663,14.28571429
1747,PR,4/27/20,6683,19.42857143
1748,PR,5/4/20,7181,13.42857143
1749,PR,5/11/20,7743,11.14285714
1750,PR,5/18/20,9187,12.66666667
1751,PR,5/25/20,8982,8
1752,PR,6/1/20,9367,9.285714286
1753,PR,6/8/20,10042,11
1754,PR,6/15/20,10564,11.14285714
1755,PR,6/22/20,11153,10.14285714
1756,PR,6/29/20,12714,9.714285714
1757,PR,7/6/20,16733,7.285714286
1758,PR,7/13/20,23601,4
1759,PR,7/20/20,33647,4
1760,PR,7/27/20,43693,5.166666667
1761,PR,8/3/20,57977,4.714285714
1762,PR,8/10/20,74826,5.142857143
1763,PR,8/17/20,91094,4.142857143
