,state,date,positive,AQI
1764,PR,8/24/20,102888,4.857142857
1765,PR,8/31/20,112900,4
1766,PR,9/7/20,121526,11.14285714
1767,PR,9/14/20,134392,10.14285714
1768,PR,9/21/20,152080,9.714285714
1769,PR,9/28/20,171717,7.285714286
1770,PR,10/5/20,183967,4
1771,PR,10/12/20,197031,4
1772,PR,10/19/20,215069,5.166666667
1773,PR,10/26/20,236204,4.714285714
1774,PR,11/2/20,258810,5.142857143
1775,PR,11/9/20,286814,4.142857143
1776,PR,11/16/20,319354,4.857142857
1777,PR,11/23/20,353005,4
1778,PR,11/30/20,385555,4.142857143
1779,PR,12/7/20,58316,4.857142857
1780,RI,2/24/20,4,42.83333333
1781,RI,3/2/20,20,40.71428571
1782,RI,3/9/20,103,43.28571429
1783,RI,3/16/20,542,51
1784,RI,3/23/20,2013,45.28571429
1785,RI,3/30/20,6271,38.85714286
1786,RI,4/6/20,17573,38.85714286
1787,RI,4/13/20,32039,41
1788,RI,4/20/20,49521,40.71428571
1789,RI,4/27/20,64532,42.28571429
1790,RI,5/4/20,77815,40.71428571
1791,RI,5/11/20,88436,39
1792,RI,5/18/20,97077,41.14285714
1793,RI,5/25/20,103288,37.85714286
1794,RI,6/1/20,108340,42.57142857
1795,RI,6/8/20,111927,43.14285714
1796,RI,6/15/20,114742,42
1797,RI,6/22/20,117279,42.42857143
1798,RI,6/29/20,119334,38.85714286
1799,RI,7/6/20,121074,43.28571429
1800,RI,7/13/20,124222,34.71428571
1801,RI,7/20/20,127383,32.42857143
1802,RI,7/27/20,132787,45.28571429
1803,RI,8/3/20,137892,39.85714286
1804,RI,8/10/20,142282,38.71428571
1805,RI,8/17/20,147120,50.57142857
1806,RI,8/24/20,151807,46.57142857
1807,RI,8/31/20,156041,37.14285714
1808,RI,9/7/20,160182,39
1809,RI,9/14/20,165326,53.71428571
1810,RI,9/21/20,169819,56.14285714
1811,RI,9/28/20,175327,57.71428571
1812,RI,10/5/20,183872,45
1813,RI,10/12/20,193840,47.85714286
1814,RI,10/19/20,209948,37.28571429
1815,RI,10/26/20,229991,35.14285714
1816,RI,11/2/20,254722,30.85714286
1817,RI,11/9/20,290995,30
1818,RI,11/16/20,335514,43.85714286
1819,RI,11/23/20,378998,22.66666667
1820,RI,11/30/20,434506,30.85714286
1821,RI,12/7/20,67067,30
1822,SC,3/2/20,11,32.16666667
1823,SC,3/9/20,98,35
1824,SC,3/16/20,879,29.57142857
1825,SC,3/23/20,3872,38.28571429
1826,SC,3/30/20,11499,40.42857143
1827,SC,4/6/20,20671,33.28571429
1828,SC,4/13/20,27796,36.28571429
1829,SC,4/20/20,35267,40.85714286
1830,SC,4/27/20,43588,40.42857143
1831,SC,5/4/20,50608,39
1832,SC,5/11/20,58615,42.71428571
1833,SC,5/18/20,67094,45.42857143
1834,SC,5/25/20,78361,45.71428571
1835,SC,6/1/20,94526,48.57142857
1836,SC,6/8/20,120726,46
1837,SC,6/15/20,158905,46
1838,SC,6/22/20,213770,42
1839,SC,6/29/20,290164,52
1840,SC,7/6/20,368886,44
1841,SC,7/13/20,461820,40
1842,SC,7/20/20,547216,26
1843,SC,7/27/20,621881,37
1844,SC,8/3/20,685732,44.28571429
1845,SC,8/10/20,733186,43.57142857
1846,SC,8/17/20,771615,41.14285714
1847,SC,8/24/20,812695,46.28571429
1848,SC,8/31/20,860218,59.71428571
1849,SC,9/7/20,902281,44.14285714
1850,SC,9/14/20,952428,58.57142857
1851,SC,9/21/20,1006699,36.85714286
1852,SC,9/28/20,1047716,38.14285714
1853,SC,10/5/20,1089188,40.42857143
1854,SC,10/12/20,1133864,27
1855,SC,10/19/20,1179404,26.42857143
1856,SC,10/26/20,1229807,33
1857,SC,11/2/20,1282154,49
1858,SC,11/9/20,1345462,30.57142857
1859,SC,11/16/20,1420533,37.14285714
1860,SC,11/23/20,1492687,35.57142857
1861,SC,11/30/20,1584809,25
1862,SC,12/7/20,236954,37.14285714
1863,SD,3/2/20,0,35.57142857
1864,SD,3/9/20,50,25
1865,SD,3/16/20,110,32.66666667
1866,SD,3/23/20,434,32.57142857
1867,SD,3/30/20,1329,35.57142857
1868,SD,4/6/20,3920,37.57142857
1869,SD,4/13/20,9740,35.42857143
1870,SD,4/20/20,14213,33.28571429
1871,SD,4/27/20,17547,35
1872,SD,5/4/20,22073,37
1873,SD,5/11/20,27047,35.85714286
1874,SD,5/18/20,30485,37.28571429
1875,SD,5/25/20,34009,28.85714286
1876,SD,6/1/20,37029,29.14285714
1877,SD,6/8/20,40193,29.14285714
1878,SD,6/15/20,43131,32.28571429
1879,SD,6/22/20,45809,41.57142857
1880,SD,6/29/20,48657,35.14285714
1881,SD,7/6/20,51619,39.57142857
1882,SD,7/13/20,54418,37.71428571
1883,SD,7/20/20,57583,28.85714286
1884,SD,7/27/20,61424,23.28571429
1885,SD,8/3/20,65636,25.71428571
1886,SD,8/10/20,70201,50.71428571
1887,SD,8/17/20,76420,68
1888,SD,8/24/20,87894,57
1889,SD,8/31/20,101983,50.28571429
1890,SD,9/7/20,112801,52
1891,SD,9/14/20,126055,30.5
1892,SD,9/21/20,143886,23.28571429
1893,SD,9/28/20,164046,25.71428571
1894,SD,10/5/20,189844,50.71428571
1895,SD,10/12/20,222087,68
1896,SD,10/19/20,259805,57
1897,SD,10/26/20,311455,50.28571429
1898,SD,11/2/20,368126,52
1899,SD,11/9/20,434914,30.5
1900,SD,11/16/20,495894,68
1901,SD,11/23/20,544886,57
1902,SD,11/30/20,588656,50.28571429
1903,SD,12/7/20,87038,52
1904,TN,3/2/20,9,33.33333333
1905,TN,3/9/20,181,39.14285714
1906,TN,3/16/20,2044,39.71428571
1907,TN,3/23/20,8355,50.57142857
1908,TN,3/30/20,21590,63.42857143
1909,TN,4/6/20,34028,38.71428571
1910,TN,4/13/20,45823,40.85714286
1911,TN,4/20/20,61002,49.57142857
1912,TN,4/27/20,82453,39.57142857
1913,TN,5/4/20,101462,46.14285714
1914,TN,5/11/20,118837,40.85714286
1915,TN,5/18/20,135806,43.14285714
1916,TN,5/25/20,155161,54.42857143
1917,TN,6/1/20,179233,55.85714286
1918,TN,6/8/20,204433,44.42857143
1919,TN,6/15/20,235920,50.42857143
1920,TN,6/22/20,273657,40.57142857
1921,TN,6/29/20,338152,48.28571429
1922,TN,7/6/20,414877,43
1923,TN,7/13/20,515413,47.42857143
1924,TN,7/20/20,623647,42.57142857
1925,TN,7/27/20,737143,43.85714286
1926,TN,8/3/20,828882,53.28571429
1927,TN,8/10/20,910476,61.85714286
1928,TN,8/17/20,984221,62
1929,TN,8/24/20,1053092,60.71428571
1930,TN,8/31/20,1125900,37
1931,TN,9/7/20,1187426,48.28571429
1932,TN,9/14/20,1260317,43
1933,TN,9/21/20,1326473,47.42857143
1934,TN,9/28/20,1391089,42.57142857
1935,TN,10/5/20,1478328,43.85714286
1936,TN,10/12/20,1572631,53.28571429
1937,TN,10/19/20,1690390,61.85714286
1938,TN,10/26/20,1809047,62
1939,TN,11/2/20,1928910,60.71428571
1940,TN,11/9/20,2115258,37
1941,TN,11/16/20,2326463,61.85714286
1942,TN,11/23/20,2507395,62
1943,TN,11/30/20,2752177,60.71428571
1944,TN,12/7/20,414749,37
1945,TX,3/2/20,35,69.66666667
1946,TX,3/9/20,260,46.57142857
1947,TX,3/16/20,1474,41
1948,TX,3/23/20,11992,45.14285714
1949,TX,3/30/20,37460,39.57142857
1950,TX,4/6/20,79467,47.85714286
1951,TX,4/13/20,120583,38.14285714
1952,TX,4/20/20,159716,38.57142857
1953,TX,4/27/20,204943,48.28571429
1954,TX,5/4/20,256388,48.42857143
1955,TX,5/11/20,315976,45.57142857
1956,TX,5/18/20,372780,45.57142857
1957,TX,5/25/20,426768,61.57142857
1958,TX,6/1/20,500519,53.28571429
1959,TX,6/8/20,585246,57.57142857
1960,TX,6/15/20,726914,61.85714286
1961,TX,6/22/20,960942,73
1962,TX,6/29/20,1275143,63
1963,TX,7/6/20,1675039,71.14285714
1964,TX,7/13/20,2132845,65.28571429
1965,TX,7/20/20,2567733,54.28571429
1966,TX,7/27/20,2933609,61.42857143
1967,TX,8/3/20,3311739,60.28571429
1968,TX,8/10/20,3648978,72.71428571
1969,TX,8/17/20,3968687,59.57142857
1970,TX,8/24/20,4208225,71.71428571
1971,TX,8/31/20,4409171,42.5
1972,TX,9/7/20,4571215,46.57142857
1973,TX,9/14/20,4777567,41
1974,TX,9/21/20,5096590,45.14285714
1975,TX,9/28/20,5298963,39.57142857
1976,TX,10/5/20,5496279,47.85714286
1977,TX,10/12/20,5700998,38.14285714
1978,TX,10/19/20,5956559,38.57142857
1979,TX,10/26/20,6249340,48.28571429
1980,TX,11/2/20,6590508,48.42857143
1981,TX,11/9/20,7021204,45.57142857
1982,TX,11/16/20,7502255,45.57142857
1983,TX,11/23/20,8013465,61.57142857
1984,TX,11/30/20,8577136,53.28571429
1985,TX,12/7/20,1272504,57.57142857
1986,UT,3/2/20,3,43.83333333
1987,UT,3/9/20,87,38.57142857
1988,UT,3/16/20,878,58.71428571
1989,UT,3/23/20,3654,54.42857143
1990,UT,3/30/20,8927,41.14285714
1991,UT,4/6/20,14534,42.85714286
1992,UT,4/13/20,19655,41.71428571
1993,UT,4/20/20,26439,50.42857143
1994,UT,4/27/20,33811,43.14285714
1995,UT,5/4/20,41403,45.28571429
1996,UT,5/11/20,48404,42.57142857
1997,UT,5/18/20,56332,43.42857143
1998,UT,5/25/20,64840,43.57142857
1999,UT,6/1/20,78950,44.57142857
2000,UT,6/8/20,95154,45.14285714
2001,UT,6/15/20,114981,48.71428571
2002,UT,6/22/20,139900,54.28571429
2003,UT,6/29/20,167032,50.71428571
2004,UT,7/6/20,196736,75.14285714
2005,UT,7/13/20,227761,51.14285714
2006,UT,7/20/20,257656,51.42857143
2007,UT,7/27/20,281347,51.71428571
2008,UT,8/3/20,302793,57.28571429
2009,UT,8/10/20,321109,52.71428571
2010,UT,8/17/20,338398,46.28571429
2011,UT,8/24/20,356813,67
2012,UT,8/31/20,376355,99.14285714
2013,UT,9/7/20,397286,90.42857143
2014,UT,9/14/20,432198,69.71428571
2015,UT,9/21/20,478218,65
2016,UT,9/28/20,526951,99.71428571
2017,UT,10/5/20,582442,82.42857143
2018,UT,10/12/20,642453,70.71428571
2019,UT,10/19/20,709789,111.1428571
2020,UT,10/26/20,788475,86.85714286
2021,UT,11/2/20,890155,72.28571429
2022,UT,11/9/20,1027261,52
2023,UT,11/16/20,1188140,71.71428571
2024,UT,11/23/20,1321571,60
2025,UT,11/30/20,1461660,64.57142857
2026,UT,12/7/20,219971,68.57142857
2027,VA,2/24/20,0,34.5
2028,VA,3/2/20,5,33
2029,VA,3/9/20,190,33.85714286
2030,VA,3/16/20,977,40.28571429
2031,VA,3/23/20,4394,40.42857143
2032,VA,3/30/20,14374,32
2033,VA,4/6/20,31627,36.71428571
2034,VA,4/13/20,52631,44.14285714
2035,VA,4/20/20,81359,40.42857143
2036,VA,4/27/20,117941,42.85714286
2037,VA,5/4/20,156771,37.85714286
2038,VA,5/11/20,200242,37.71428571
2039,VA,5/18/20,243860,37.28571429
2040,VA,5/25/20,297141,38.14285714
2041,VA,6/1/20,340861,42.57142857
2042,VA,6/8/20,373034,46
2043,VA,6/15/20,398039,37.85714286
2044,VA,6/22/20,424196,38.14285714
2045,VA,6/29/20,451077,37.57142857
2046,VA,7/6/20,483128,42.85714286
2047,VA,7/13/20,528012,35.85714286
2048,VA,7/20/20,577613,34.71428571
2049,VA,7/27/20,629468,47.57142857
2050,VA,8/3/20,683073,45.85714286
2051,VA,8/10/20,732584,35.14285714
2052,VA,8/17/20,776711,48.42857143
2053,VA,8/24/20,822293,25.66666667
2054,VA,8/31/20,872828,18
2055,VA,9/7/20,921186,31.33333333
2056,VA,9/14/20,969339,19
2057,VA,9/21/20,1010670,19
2058,VA,9/28/20,1049425,9
2059,VA,10/5/20,1095248,11
2060,VA,10/12/20,1147684,17.5
2061,VA,10/19/20,1197932,16
2062,VA,10/26/20,1256985,16
2063,VA,11/2/20,1323012,18
2064,VA,11/9/20,1396103,11
2065,VA,11/16/20,1494226,6
2066,VA,11/23/20,1616620,37.85714286
2067,VA,11/30/20,1739522,38.14285714
2068,VA,12/7/20,262730,37.57142857
2069,VI,3/9/20,1,18
2070,VI,3/16/20,39,33
2071,VI,3/23/20,145,14
2072,VI,3/30/20,256,14
2073,VI,4/6/20,337,25.5
2074,VI,4/13/20,363,18
2075,VI,4/20/20,387,13
2076,VI,4/27/20,451,42
2077,VI,5/4/20,472,14
2078,VI,5/11/20,483,20
2079,VI,5/18/20,483,16.5
2080,VI,5/25/20,484,15
2081,VI,6/1/20,495,18
2082,VI,6/8/20,504,19
2083,VI,6/15/20,519,36
2084,VI,6/22/20,558,24
2085,VI,6/29/20,698,15
2086,VI,7/6/20,1089,22
2087,VI,7/13/20,1845,30
2088,VI,7/20/20,2377,19
2089,VI,7/27/20,2832,18
2090,VI,8/3/20,3589,19
2091,VI,8/10/20,4836,16
2092,VI,8/17/20,6329,82
2093,VI,8/24/20,7536,57
2094,VI,8/31/20,8114,18
2095,VI,9/7/20,8432,19
2096,VI,9/14/20,8717,36
2097,VI,9/21/20,9070,24
2098,VI,9/28/20,9260,15
2099,VI,10/5/20,9263,22
2100,VI,10/12/20,9308,30
2101,VI,10/19/20,9401,19
2102,VI,10/26/20,9549,18
2103,VI,11/2/20,9751,19
2104,VI,11/9/20,9942,16
2105,VI,11/16/20,10363,82
2106,VI,11/23/20,10696,57
2107,VI,11/30/20,11230,82
2108,VI,12/7/20,1680,57
2109,VT,3/2/20,2,35
2110,VT,3/9/20,31,34.28571429
2111,VT,3/16/20,257,43
2112,VT,3/23/20,1270,42.57142857
2113,VT,3/30/20,2877,57.85714286
2114,VT,4/6/20,4694,37
2115,VT,4/13/20,5534,41.28571429
2116,VT,4/20/20,5863,45.42857143
2117,VT,4/27/20,6151,46.42857143
2118,VT,5/4/20,6415,43.42857143
2119,VT,5/11/20,6529,39
2120,VT,5/18/20,6665,40.14285714
2121,VT,5/25/20,6830,42.42857143
2122,VT,6/1/20,7206,38.42857143
2123,VT,6/8/20,7773,42
2124,VT,6/15/20,8005,39
2125,VT,6/22/20,8356,44.28571429
2126,VT,6/29/20,8633,41.85714286
2127,VT,7/6/20,8941,37.42857143
2128,VT,7/13/20,9332,43.42857143
2129,VT,7/20/20,9698,46
2130,VT,7/27/20,9909,36.14285714
2131,VT,8/3/20,10132,38.14285714
2132,VT,8/10/20,10488,30.28571429
2133,VT,8/17/20,10809,40
2134,VT,8/24/20,11148,28.85714286
2135,VT,8/31/20,11459,16
2136,VT,9/7/20,11693,42
2137,VT,9/14/20,11975,39
2138,VT,9/21/20,12149,44.28571429
2139,VT,9/28/20,12432,41.85714286
2140,VT,10/5/20,12963,37.42857143
2141,VT,10/12/20,13444,43.42857143
2142,VT,10/19/20,14214,46
2143,VT,10/26/20,15234,36.14285714
2144,VT,11/2/20,16504,38.14285714
2145,VT,11/9/20,19664,30.28571429
2146,VT,11/16/20,24575,40
2147,VT,11/23/20,28591,28.85714286
2148,VT,11/30/20,33273,16
2149,VT,12/7/20,5180,36.14285714
2150,WA,1/20/20,0,35
2151,WA,1/27/20,0,38
2152,WA,2/3/20,0,34.71428571
2153,WA,2/10/20,0,35.14285714
2154,WA,2/17/20,0,39.14285714
2155,WA,2/24/20,117,36.71428571
2156,WA,3/2/20,1566,43.14285714
2157,WA,3/9/20,6967,40
2158,WA,3/16/20,18950,37.28571429
2159,WA,3/23/20,36946,34.14285714
2160,WA,3/30/20,56345,62.85714286
2161,WA,4/6/20,71907,35.28571429
2162,WA,4/13/20,85278,37.42857143
2163,WA,4/20/20,97912,44.42857143
2164,WA,4/27/20,110667,34.28571429
2165,WA,5/4/20,122307,33.57142857
2166,WA,5/11/20,133289,36.28571429
2167,WA,5/18/20,144858,41
2168,WA,5/25/20,157478,35.42857143
2169,WA,6/1/20,172657,30.42857143
2170,WA,6/8/20,189121,40.42857143
2171,WA,6/15/20,209023,31.28571429
2172,WA,6/22/20,235745,26.85714286
2173,WA,6/29/20,268727,34.14285714
2174,WA,7/6/20,304854,49.42857143
2175,WA,7/13/20,343490,51.85714286
2176,WA,7/20/20,382714,28.85714286
2177,WA,7/27/20,417774,35.14285714
2178,WA,8/3/20,448676,37.85714286
2179,WA,8/10/20,475931,44.28571429
2180,WA,8/17/20,497822,38.85714286
2181,WA,8/24/20,510191,49
2182,WA,8/31/20,531213,33
2183,WA,9/7/20,552162,36.42857143
2184,WA,9/14/20,570426,2
2185,WA,9/21/20,591651,36.71428571
2186,WA,9/28/20,617421,43.14285714
2187,WA,10/5/20,642695,40
2188,WA,10/12/20,674540,37.28571429
2189,WA,10/19/20,705381,34.14285714
2190,WA,10/26/20,740216,62.85714286
2191,WA,11/2/20,790978,35.28571429
2192,WA,11/9/20,865217,37.42857143
2193,WA,11/16/20,960551,44.42857143
2194,WA,11/23/20,1087869,34.28571429
2195,WA,11/30/20,1202544,33.57142857
2196,WA,12/7/20,184404,36.28571429
2197,WI,3/2/20,6,33
2198,WI,3/9/20,153,37.57142857
2199,WI,3/16/20,1819,42
2200,WI,3/23/20,6799,54.28571429
2201,WI,3/30/20,15694,50.57142857
2202,WI,4/6/20,25317,40.28571429
2203,WI,4/13/20,33716,43.85714286
2204,WI,4/20/20,44489,42.71428571
2205,WI,4/27/20,59338,37.57142857
2206,WI,5/4/20,76825,42.28571429
2207,WI,5/11/20,93370,44.42857143
2208,WI,5/18/20,113760,43.85714286
2209,WI,5/25/20,136982,46.71428571
2210,WI,6/1/20,157191,35.57142857
2211,WI,6/8/20,173015,49.28571429
2212,WI,6/15/20,188295,40.57142857
2213,WI,6/22/20,207556,46.57142857
2214,WI,6/29/20,234304,43.57142857
2215,WI,7/6/20,266823,35.42857143
2216,WI,7/13/20,308475,41
2217,WI,7/20/20,354491,49.28571429
2218,WI,7/27/20,398514,43.85714286
2219,WI,8/3/20,440698,66
2220,WI,8/10/20,479588,41.14285714
2221,WI,8/17/20,515762,93.57142857
2222,WI,8/24/20,550868,41.71428571
2223,WI,8/31/20,589916,35
2224,WI,9/7/20,641305,40.28571429
2225,WI,9/14/20,720543,43.85714286
2226,WI,9/21/20,821504,42.71428571
2227,WI,9/28/20,942443,37.57142857
2228,WI,10/5/20,1066269,42.28571429
2229,WI,10/12/20,1210786,44.42857143
2230,WI,10/19/20,1402292,43.85714286
2231,WI,10/26/20,1621976,46.71428571
2232,WI,11/2/20,1887665,35.57142857
2233,WI,11/9/20,2210846,49.28571429
2234,WI,11/16/20,2544273,40.57142857
2235,WI,11/23/20,2802292,46.57142857
2236,WI,11/30/20,3018410,43.57142857
2237,WI,12/7/20,448009,35.42857143
2238,WV,3/2/20,0,27.66666667
2239,WV,3/9/20,0,29.57142857
2240,WV,3/16/20,49,31.71428571
2241,WV,3/23/20,521,38.28571429
2242,WV,3/30/20,1758,37
2243,WV,4/6/20,3765,29.42857143
2244,WV,4/13/20,5385,34.28571429
2245,WV,4/20/20,6935,39.42857143
2246,WV,4/27/20,7994,35.71428571
2247,WV,5/4/20,9144,38
2248,WV,5/11/20,10075,34
2249,WV,5/18/20,11513,31.71428571
2250,WV,5/25/20,13579,44.71428571
2251,WV,6/1/20,14751,44.42857143
2252,WV,6/8/20,15648,41.71428571
2253,WV,6/15/20,17151,44.57142857
2254,WV,6/22/20,19032,39
2255,WV,6/29/20,21861,39
2256,WV,7/6/20,27517,38.42857143
2257,WV,7/13/20,33482,40.71428571
2258,WV,7/20/20,39485,32.71428571
2259,WV,7/27/20,46125,38.14285714
2260,WV,8/3/20,51931,44.28571429
2261,WV,8/10/20,57961,39.71428571
2262,WV,8/17/20,63349,40.85714286
2263,WV,8/24/20,68719,49.85714286
2264,WV,8/31/20,77307,48.14285714
2265,WV,9/7/20,85700,43.14285714
2266,WV,9/14/20,95384,43.28571429
2267,WV,9/21/20,104565,35.28571429
2268,WV,9/28/20,113709,33.85714286
2269,WV,10/5/20,123429,47.28571429
2270,WV,10/12/20,136210,39.28571429
2271,WV,10/19/20,149543,36.28571429
2272,WV,10/26/20,167804,39.85714286
2273,WV,11/2/20,190165,34.42857143
2274,WV,11/9/20,222964,33.42857143
2275,WV,11/16/20,268670,32.85714286
2276,WV,11/23/20,315043,35.14285714
2277,WV,11/30/20,366617,16.66666667
2278,WV,12/7/20,57060,35.14285714
2279,WY,2/24/20,0,37.33333333
2280,WY,3/2/20,0,35.14285714
2281,WY,3/9/20,10,40.85714286
2282,WY,3/16/20,135,36.85714286
2283,WY,3/23/20,458,38.57142857
2284,WY,3/30/20,1145,36
2285,WY,4/6/20,2259,37.14285714
2286,WY,4/13/20,2865,35.14285714
2287,WY,4/20/20,3327,38.14285714
2288,WY,4/27/20,3966,38.42857143
2289,WY,5/4/20,4498,30
2290,WY,5/11/20,5041,35.85714286
2291,WY,5/18/20,5661,40.14285714
2292,WY,5/25/20,6188,39.85714286
2293,WY,6/1/20,6527,40.28571429
2294,WY,6/8/20,7175,42.14285714
2295,WY,6/15/20,8126,41.71428571
2296,WY,6/22/20,9489,43.14285714
2297,WY,6/29/20,11048,45.28571429
2298,WY,7/6/20,12620,41.42857143
2299,WY,7/13/20,14452,50.14285714
2300,WY,7/20/20,16719,40.71428571
2301,WY,7/27/20,19054,43.28571429
2302,WY,8/3/20,20870,54.28571429
2303,WY,8/10/20,22305,46.14285714
2304,WY,8/17/20,24510,46.85714286
2305,WY,8/24/20,26249,27
2306,WY,8/31/20,27775,46.14285714
2307,WY,9/7/20,29752,36.85714286
2308,WY,9/14/20,32998,38.57142857
2309,WY,9/21/20,37762,36
2310,WY,9/28/20,43564,37.14285714
2311,WY,10/5/20,50964,35.14285714
2312,WY,10/12/20,60333,38.14285714
2313,WY,10/19/20,73361,38.42857143
2314,WY,10/26/20,90675,30
2315,WY,11/2/20,113394,35.85714286
2316,WY,11/9/20,148004,40.14285714
2317,WY,11/16/20,188036,39.85714286
2318,WY,11/23/20,220977,40.28571429
2319,WY,11/30/20,248370,42.14285714
2320,WY,12/7/20,37475,41.71428571